adb server is out of date.  killing...
03-21 23:37:11.152 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.152 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.152 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.152 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.152 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.153 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.153 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.153 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.154 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.154 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.154 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.154 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.155 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.155 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.155 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.155 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.155 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.156 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.157 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.157 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.157 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.157 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.157 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.158 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.158 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.158 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.159 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.159 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.159 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.159 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.160 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.160 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.160 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.160 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.160 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.161 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.161 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.161 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.162 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.162 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.162 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.162 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.163 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.163 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.163 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.163 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.163 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.164 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.165 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.165 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.165 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.165 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.165 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.166 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.166 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.167 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.167 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.167 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.167 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.168 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.168 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.168 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.169 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.169 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.169 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.169 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.170 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.170 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.170 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.170 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.170 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.171 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.171 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.171 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.172 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.172 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.172 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.172 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.173 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.173 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.173 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.173 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.173 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.174 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.175 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.175 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.175 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.175 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.175 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.176 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.176 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.176 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.177 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.177 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.177 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.177 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.178 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.178 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.178 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.178 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.178 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.179 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.179 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.180 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.180 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.180 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.180 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.181 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.181  4645  7863 D JavaheapMonitor: Java heap used=19M max=256M, proc: org.codeaurora.ims
03-21 23:37:11.181  4645  7863 V JavaheapMonitor: Check java heap usage finished! Next check delay: 300000
03-21 23:37:11.181 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.181 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.182 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.182 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.182 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.182 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.183 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.183 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.183 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.183 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.183 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.184 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.184 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.184 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.185 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.185 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.185 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.185 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.186 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.186 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.186 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.186 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.186 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.187 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.187 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.188 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.188 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.188 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.188 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.189 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.189 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.189 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.189 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.189 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.189 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.190 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.191 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.191 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.191 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.191 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.191 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.193 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.193 22280  9225 I ContactsProvider: Contacts query: access CPID=22280, CallingPackage = com.android.providers.contacts User=0
03-21 23:37:11.193 22280  9225 I ContactsProvider: querylocal match: 2004
03-21 23:37:11.194 22280  9225 I ContactsProvider: return querylocal
03-21 23:37:11.194 22280  9225 I ContactsProvider: query return 4 queryDirectoryIfNecessary 
03-21 23:37:11.194 22280  9225 I ContactsProvider: query return 5 finally 
03-21 23:37:11.195 22280  9225 I ContactsProvider: Contacts query: CPID=22280, CallingPackage = com.android.providers.contacts User=0
